"","timepoint","bw_date","ID","species","colony","coralID","colony_ID","home_reef","transplant_reef","collection_site","transplant_site","transplant","pale.or.bleached","partial.mortality","mortality","parent.colony.length","parent.colony.width","parent.colony.height","parent.colony.area","parent.colony.volume","bw","bw_sd","bw_se","surface.area","sa_sd","sa_se","chla","carbs_sa","carbs_dw","lipids_sa","lipids_dw","protein_dw","protein_sa","months","speciescolony","TER","ter_mean","terlowerci","terupperci"
"616","T3","5/31/2019","SSID S2 9","SSID","S2","9","NSS2","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",23,21,15,483,7245,32.75539947,0.02081666,0.014719601,25.37711402,0.148653662,0.085825232,2004.114286,1.500553408,0.0369692,1.590867124,0.039194263,0.018323801,0.74375,17,"SSID:S2",0.094487264,0.0713666878571066,0.00740553660355703,0.13498986856836
"632","T1","3/8/2018","SSID 3 1","SSID","S3","1","NSS3","NS","NS","False Caye","False Caye","NS Native","N","N","alive",26,15,9,390,3510,32.45436842,0,0,23.79647896,0.077639602,0.044825245,1985.480992,NA,0.032516565,NA,0.056888562,0.033326789,2.233379501,3,"SSID:S3",0.122731916,0.112077474964957,0.0390336332616097,0.186212323848477
"638","T1","3/7/2018","SSID 3 7","SSID","S3","7","NSS3","NS","OS","False Caye","Silk Cayes","OS Transplant","Y","Y","alive",26,15,9,390,3510,23.32460999,0.005773503,0.004082483,18.58700664,0.173113091,0.09994689,1698.18624,NA,0.038612936,NA,0.046885064,0.029457874,2.083333333,3,"SSID:S3",0.114955874,0.206697156341075,0.137240080624238,0.276035032147166
"646","T2","9/26/2018","SSID 3 12","SSID","S3","12","NSS3","NS","OS","False Caye","Silk Cayes","OS Transplant","Y","N","alive",26,15,9,390,3510,31.46906223,0.005773503,0.004082483,22.79991918,0.074775219,0.043171493,3432.045714,2.375377667,0.054242687,0.650897368,0.018967654,0.140927156,4.91873706,9,"SSID:S3",0.214137497,0.208735509046895,0.140676095435956,0.273460322527976
"647","T2","9/24/2018","SSID 3 2","SSID","S3","2","NSS3","NS","NS","False Caye","False Caye","NS Native","N","N","alive",26,15,9,390,3510,31.97252843,0.011547005,0.008164966,21.98787061,0.203688848,0.117599811,7434.946606,0.846838254,0.029630914,0.866475979,0.030318039,0.129084867,2.014355742,9,"SSID:S3",0.18903382,0.224597900643591,0.15032737788623,0.295255608287473
"655","T3","5/30/2019","SSID S3 3","SSID","S3","3","NSS3","NS","NS","False Caye","False Caye","NS Native","N","N","alive",26,15,9,390,3510,65.64333333,0.005773503,0.004082483,49.98054827,0.174067474,0.100497903,2214.731852,2.180300795,0.02696214,0.438056141,0.005417111,0.028090572,2.271551724,17,"SSID:S3",0.060469823,0.0650218754599507,0.00791487875502724,0.121259136925488
"680","T1","3/7/2018","SSID 4 8","SSID","S4","8","NSS4","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",20,18,17,360,6120,11.21374561,0.005773503,0.004082483,13.2702863,0.347886669,0.200852462,1000.349091,NA,0.031007162,NA,0.043719427,0.044844149,2.592592593,3,"SSID:S4",0.119570738,0.206697156341075,0.137240080624238,0.276035032147166
"700","T3","5/30/2019","SSID S4 5","SSID","S4","5","NSS4","NS","NS","False Caye","False Caye","NS Native","N","N","alive",20,18,17,360,6120,26.82333333,0.011547005,0.008164966,26.87185768,0.319707703,0.184583328,344.8746667,3.485080034,0.034520678,3.127907469,0.030982786,0.034647655,3.49789916,17,"SSID:S4",0.100151119,0.0650218754599507,0.00791487875502724,0.121259136925488
"718","T1","3/8/2018","SSID 5 1","SSID","S5","1","NSS5","NS","NS","False Caye","False Caye","NS Native","N","N","alive",30,22,17,660,11220,26.16666667,0.005773503,0.004082483,25.26782373,0.109081689,0.062978343,2118.933333,NA,0.043739545,NA,0.065808503,0.054040308,3.921568627,3,"SSID:S5",0.163588356,0.112077474964957,0.0390336332616097,0.186212323848477
"727","T1","3/7/2018","SSID 5 10","SSID","S5","10","NSS5","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",30,22,17,660,11220,24.97742982,0.005773503,0.004082483,18.92757845,0.25834532,0.14915574,1793.393231,NA,0.026273718,NA,0.041367324,0.045379359,3.277777778,3,"SSID:S5",0.113020401,0.206697156341075,0.137240080624238,0.276035032147166
"731","T2","9/26/2018","SSID 5 12","SSID","S5","12","NSS5","NS","OS","False Caye","Silk Cayes","OS Transplant","N","N","alive",30,22,17,660,11220,16.94666667,0.011547005,0.008164966,14.76764746,0.049655546,0.028668643,4649.69697,2.788747037,0.050088921,2.304782619,0.041396395,0.229207885,8.05,9,"SSID:S5",0.320693201,0.208735509046895,0.140676095435956,0.273460322527976
"732","T2","9/24/2018","SSID 5 2","SSID","S5","2","NSS5","NS","NS","False Caye","False Caye","NS Native","N","N","alive",30,22,17,660,11220,29.7943958,0.005773503,0.004082483,21.97686104,0.089098576,0.051441087,5216.96,1.814895997,0.049543872,1.109785373,0.030295435,0.166226234,5.605785124,9,"SSID:S5",0.246065541,0.224597900643591,0.15032737788623,0.295255608287473
"740","T3","5/30/2019","SSID S5 3","SSID","S5","3","NSS5","NS","NS","False Caye","False Caye","NS Native","N","N","alive",30,22,17,660,11220,21.33666667,0.011547005,0.008164966,34.29888664,0.123042882,0.071038841,2360.40127,2.176501783,0.036199832,1.190907463,0.019807312,0.034710505,2.086956522,17,"SSID:S5",0.090717649,0.0650218754599507,0.00791487875502724,0.121259136925488
"746","T3","5/31/2019","SSID S5 11","SSID","S5","11","NSS5","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",30,22,17,660,11220,12.68112379,0,0,16.27161334,0.051845656,0.029933104,1841.28,1.656374217,0.029182069,0.72439451,0.012762412,0.020682048,1.173913043,17,"SSID:S5",0.062626529,0.0713666878571066,0.00740553660355703,0.13498986856836
"766","T1","3/7/2018","SSID 6 7","SSID","S6","7","NSS6","NS","OS","False Caye","Silk Cayes","OS Transplant","Y","N","alive",35,20,18,700,12600,25.53524934,0,0,26.866438,0.196543403,0.113474387,2112.290909,NA,0.100539158,NA,0.126894932,0.256371327,10.41666667,3,"SSID:S6",0.483805417,0.206697156341075,0.137240080624238,0.276035032147166
"781","T2","9/26/2018","SSID 6 8","SSID","S6","8","NSS6","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",35,20,18,700,12600,19.72143482,0.005773503,0.004082483,18.3981769,0.157069874,0.090684334,2613.699048,1.809994947,0.150895786,0.322930081,0.015746286,0.010289539,3.103090278,9,"SSID:S6",0.176931611,0.208735509046895,0.140676095435956,0.273460322527976
"786","T3","5/30/2019","SSID S6 4","SSID","S6","4","NSS6","NS","NS","False Caye","False Caye","NS Native","N","N","alive",35,20,18,700,12600,21.73093777,0,0,14.16873608,0.421189747,0.243174014,4348.268339,2.006438949,0.031893298,0.412551813,0.006557707,0.020786389,1.307692308,17,"SSID:S6",0.059237394,0.0650218754599507,0.00791487875502724,0.121259136925488
"790","T3","5/31/2019","SSID S6 11","SSID","S6","11","NSS6","NS","OS","False Caye","Silk Cayes","OS Transplant","N","Y","alive",35,20,18,700,12600,16.56119403,0.005773503,0.004082483,11.49139798,0.094718543,0.054685776,2031.949206,1.11317791,0.050041878,0.18114572,0.008143237,0.020806157,0.462831439,17,"SSID:S6",0.078991272,0.0713666878571066,0.00740553660355703,0.13498986856836
"804","T1","3/6/2018","SSID 1 14","SSID","S1","14","OSS1","OS","OS","Silk Cayes","Silk Cayes","OS Native","Y","N","alive",18,14,9,252,2268,22.82628722,0.005773503,0.004082483,21.26683737,0.290139601,0.167512177,552.5129412,NA,0.028337648,NA,0.016757788,0.018904631,1.114081996,3,"SSID:S1",0.064000067,0.151334550331532,0.0844709549300841,0.211894830065291
"810","T1","3/9/2018","SSID 1 20","SSID","S1","20","OSS1","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",18,14,9,252,2268,12.80333333,0.005773503,0.004082483,14.58922358,0.067927801,0.039218134,4344.049564,NA,0.039643893,NA,0.023621575,0.031173722,1.822612086,3,"SSID:S1",0.09443919,0.0970234371799038,0.030971299765158,0.162851332705109
"816","T2","9/26/2018","SSID 1 15","SSID","S1","15","OSS1","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",18,14,9,252,2268,13.59947461,0.005773503,0.004082483,15.78762013,0.041895864,0.024188588,2453.822222,1.813996144,0.040606611,1.356764252,0.030371398,0.113322344,4.015767974,9,"SSID:S1",0.184300353,0.265183938522053,0.197916633032496,0.329543566758396
"821","T2","9/25/2018","SSID 1 21","SSID","S1","21","OSS1","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",18,14,9,252,2268,33.71581722,0.011547005,0.008164966,30.36508786,0.100255873,0.057882755,4355.346405,1.374657626,0.025280777,1.426516497,0.026234492,0.075025592,4.397333333,9,"SSID:S1",0.126540861,0.195837687247859,0.129690371315819,0.262552429981368
"826","T3","5/31/2019","SSID S1 16","SSID","S1","16","OSS1","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",18,14,9,252,2268,22.27954346,0,0,16.8705172,0.177963178,0.102747089,1697.930159,1.224564722,0.030016215,0.25508622,0.006252608,0.016312792,0.665509259,17,"SSID:S1",0.052581615,0.079353155021268,0.0202327546660817,0.136088481661557
"830","T3","5/29/2019","SSID S1 22","SSID","S1","22","OSS1","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",18,14,9,252,2268,31.55869947,0.005773503,0.004082483,1.375964897,0.017591082,0.010156216,4034.550725,1.637942617,0.021180715,1.027126081,0.013282068,0.029334877,2.268518519,17,"SSID:S1",0.06379766,0.077838052509535,0.0213899200065002,0.134218515080708
"846","T1","3/6/2018","SSID 2 14","SSID","S2","14","OSS2","OS","OS","Silk Cayes","Silk Cayes","OS Native","Y","N","alive",13,10,14,130,1820,27.1671979,0.005773503,0.004082483,21.61660027,0.124840962,0.072076963,378.7537415,NA,0.039715524,NA,0.060307141,0.01770334,2.5390625,3,"SSID:S2",0.117726005,0.151334550331532,0.0844709549300841,0.211894830065291
"858","T2","9/26/2018","SSID 2 15","SSID","S2","15","OSS2","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",13,10,14,130,1820,31.52394366,0.005773503,0.004082483,21.46554475,0.036441579,0.021039556,3687.174737,0.649985889,0.016099074,1.704211708,0.0422105,0.167112831,5.120909091,9,"SSID:S2",0.225422405,0.265183938522053,0.197916633032496,0.329543566758396
"869","T3","5/31/2019","SSID S2 16","SSID","S2","16","OSS2","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",13,10,14,130,1820,32.04143986,0.005773503,0.004082483,35.97528099,0.283443218,0.163646018,951.9542857,1.767956537,0.027814755,1.070239985,0.01683778,0.019423104,1.234567901,17,"SSID:S2",0.064075639,0.079353155021268,0.0202327546660817,0.136088481661557
"875","T3","5/29/2019","SSID S2 22","SSID","S2","22","OSS2","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",13,10,14,130,1820,53.61666667,0.005773503,0.004082483,29.8305141,0.481925896,0.278240046,4252.319414,1.83861653,0.033440451,0.282490256,0.005137886,0.034298177,1.885775862,17,"SSID:S2",0.072876514,0.077838052509535,0.0213899200065002,0.134218515080708
"892","T1","3/6/2018","SSID 3 14","SSID","S3","14","OSS3","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","Y","alive",25,21,13,525,6825,14.89094654,0.005773503,0.004082483,14.10209228,0.236899519,0.136774001,610.0022857,NA,0.012306993,NA,0.013952452,0.200546576,16.65674603,3,"SSID:S3",0.226806021,0.151334550331532,0.0844709549300841,0.211894830065291
"898","T1","3/9/2018","SSID 3 20","SSID","S3","20","OSS3","OS","NS","Silk Cayes","False Caye","NS Transplant","N","Y","alive",25,21,13,525,6825,14.96717544,0.005773503,0.004082483,15.59612654,0.217172538,0.125384623,681.9555556,NA,0.032694015,NA,0.023061268,0.008692908,0.532407407,3,"SSID:S3",0.064448191,0.0970234371799038,0.030971299765158,0.162851332705109
"904","T2","9/26/2018","SSID 3 15","SSID","S3","15","OSS3","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",25,21,13,525,6825,14.45333333,0.005773503,0.004082483,10.1276444,0.053730141,0.031021111,5201.855462,2.514702875,0.053723401,1.191669605,0.020014753,0.251887451,8.372,9,"SSID:S3",0.325625605,0.265183938522053,0.197916633032496,0.329543566758396
"909","T2","9/25/2018","SSID 3 21","SSID","S3","21","OSS3","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",25,21,13,525,6825,17.83128295,0.01,0.007071068,20.64944691,0.05857256,0.033816883,3888.936054,0.914257944,0.021376939,0.484224803,0.011322017,0.213154821,7.098055556,9,"SSID:S3",0.245853777,0.195837687247859,0.129690371315819,0.262552429981368
"914","T3","5/31/2019","SSID S3 16","SSID","S3","16","OSS3","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",25,21,13,525,6825,14.96312555,2.17558e-15,1.53837e-15,14.67041318,0.305209197,0.176212612,1275.345455,3.469329386,0.051884825,2.704755413,0.0404504,0.016616988,1.111111111,17,"SSID:S3",0.108952213,0.079353155021268,0.0202327546660817,0.136088481661557
"918","T3","5/29/2019","SSID S3 22","SSID","S3","22","OSS3","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",25,21,13,525,6825,28.19666667,0.005773503,0.004082483,11.93795236,0.058481147,0.033764106,4275.11634,1.390850098,0.029150694,0.4258883,0.008926152,0.03390411,1.617647059,17,"SSID:S3",0.071980956,0.077838052509535,0.0213899200065002,0.134218515080708
"935","T1","3/6/2018","SSID 4 14","SSID","S4","14","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","Y","N","alive",24,19,9,456,4104,8.09063867,0.005773503,0.004082483,11.54135102,0.103130617,0.05954249,503.1237818,NA,0.060341718,NA,0.048333363,0.008335576,1.041666667,3,"SSID:S4",0.117010657,0.151334550331532,0.0844709549300841,0.211894830065291
"941","T1","3/9/2018","SSID 4 20","SSID","S4","20","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,12.20778947,0,0,14.48859297,0.107215386,0.061900832,1013.191111,NA,0.046618532,NA,0.017687722,0.028073159,3.021442495,3,"SSID:S4",0.092379413,0.0970234371799038,0.030971299765158,0.162851332705109
"947","T2","9/26/2018","SSID 4 15","SSID","S4","15","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",24,19,9,456,4104,8.891068301,0.005773503,0.004082483,10.12987554,0.018995031,0.010966786,3048.872727,2.696277716,0.071386638,0.916553541,0.024266668,0.166878107,4.836050725,9,"SSID:S4",0.262531413,0.265183938522053,0.197916633032496,0.329543566758396
"952","T2","9/25/2018","SSID 4 21","SSID","S4","21","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,21.03201407,0.011547005,0.008164966,21.42913325,0.038260935,0.022089961,3573.624242,2.368453096,0.03806887,0.410100213,0.006591666,0.092442605,4.298214286,9,"SSID:S4",0.137103141,0.195837687247859,0.129690371315819,0.262552429981368
"957","T3","5/31/2019","SSID S4 16","SSID","S4","16","OSS4","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",24,19,9,456,4104,18.68666667,0.005773503,0.004082483,19.46017494,0.553749088,0.319707185,1070.618947,2.439145739,0.046240565,2.269343396,0.043021506,0.016790223,0.885668277,17,"SSID:S4",0.106052294,0.079353155021268,0.0202327546660817,0.136088481661557
"961","T3","5/29/2019","SSID S4 22","SSID","S4","22","OSS4","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",24,19,9,456,4104,25.90757042,0.005773503,0.004082483,27.60427075,0.668643447,0.386041474,7415.222857,3.551773325,0.042338609,2.393762587,0.028534642,0.038957296,3.268115942,17,"SSID:S4",0.109830547,0.077838052509535,0.0213899200065002,0.134218515080708
"978","T1","3/6/2018","SSID 5 14","SSID","S5","14","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,8.883333333,0.005773503,0.004082483,9.037056969,0.033434499,0.019303417,764.4779085,NA,0.008909133,NA,0.005495046,0.214836908,10.22135417,3,"SSID:S5",0.229241087,0.151334550331532,0.0844709549300841,0.211894830065291
"984","T1","3/9/2018","SSID 5 20","SSID","S5","20","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",20,16,10,320,3200,12.33659947,0.01,0.007071068,15.01272999,0.148973559,0.086009924,1065.649231,NA,0.040961444,NA,0.043905466,0.022800474,1.799242424,3,"SSID:S5",0.107667384,0.0970234371799038,0.030971299765158,0.162851332705109
"990","T2","9/26/2018","SSID 5 15","SSID","S5","15","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,9.323951049,0.02081666,0.014719601,13.45460553,0.076793618,0.044336816,1610.123636,2.493459444,0.049473402,0.358900585,0.007121043,0.2690888,8.755147059,9,"SSID:S5",0.325683245,0.265183938522053,0.197916633032496,0.329543566758396
"995","T2","9/25/2018","SSID 5 21","SSID","S5","21","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",20,16,10,320,3200,20.22451839,0.01,0.007071068,21.65607775,0.025825925,0.014910605,3738.356364,1.228007801,0.035918476,0.567715496,0.008700551,0.110386873,5.288791322,9,"SSID:S5",0.1550059,0.195837687247859,0.129690371315819,0.262552429981368
"1000","T3","5/31/2019","SSID S5 16","SSID","S5","16","OSS5","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",20,16,10,320,3200,9.7785777,0.01,0.007071068,14.39740421,0.414625502,0.239384145,531.2376471,1.031449333,0.042615831,0.557308689,0.02302602,0.01721519,0.416666667,17,"SSID:S5",0.082857041,0.079353155021268,0.0202327546660817,0.136088481661557
"1004","T3","5/29/2019","SSID S5 22","SSID","S5","22","OSS5","OS","NS","Silk Cayes","False Caye","NS Transplant","N","Y","alive",20,16,10,320,3200,22.33333333,0.015275252,0.010801234,19.50771913,0.40255423,0.232414793,2621.632,1.043117085,0.030102183,0.871093131,0.02513793,0.019078287,0.661111111,17,"SSID:S5",0.0743184,0.077838052509535,0.0213899200065002,0.134218515080708
"1027","T1","3/9/2018","SSID 6 20","SSID","S6","20","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",19,20,12,380,4560,18.86363716,0.01,0.007071068,20.43534504,0.122588324,0.070776402,654.4685714,NA,0.066899147,NA,0.037234611,0.021765392,1.704059829,3,"SSID:S6",0.12589915,0.0970234371799038,0.030971299765158,0.162851332705109
"1039","T2","9/25/2018","SSID 6 21","SSID","S6","21","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","Y","alive",19,20,12,380,4560,21.99043478,0.005773503,0.004082483,21.64989147,0.080320873,0.046373278,7649.762319,1.195797602,0.125977556,0.674323352,0.024575608,0.167399444,4.657291667,9,"SSID:S6",0.317952608,0.195837687247859,0.129690371315819,0.262552429981368
"1046","T3","5/31/2019","SSID S6 16","SSID","S6","16","OSS6","OS","OS","Silk Cayes","Silk Cayes","OS Native","N","N","alive",19,20,12,380,4560,27.23110721,0.005773503,0.004082483,32.27574465,0.404429593,0.233497534,1842.165657,0.607749487,0.027521427,0.463294594,0.020979908,0.015849457,0.35,17,"SSID:S6",0.064350792,0.079353155021268,0.0202327546660817,0.136088481661557
"1050","T3","5/29/2019","SSID S6 22","SSID","S6","22","OSS6","OS","NS","Silk Cayes","False Caye","NS Transplant","N","N","alive",19,20,12,380,4560,27.48666667,0.015275252,0.010801234,29.57401894,0.122638116,0.070805149,4138.496,2.56937238,0.032046652,1.258231469,0.015693368,0.023573139,1.89,17,"SSID:S6",0.071313159,0.077838052509535,0.0213899200065002,0.134218515080708
"35","T0","12/11/2017","PSTR 1 13","PSTR","P1","13","NSP1","NS","control","control","control","NS Native","N","N","alive",19,14,8,266,2128,NA,NA,NA,NA,NA,NA,21836.49524,1.17929677,0.017029635,3.059693761,0.044183507,0.066098475,4.62962963,0,"PSTR:P1",0.127311617,0.12452054977708,0.0651788745584575,0.187303830497272
"35.1","T0","12/11/2017","PSTR 1 13","PSTR","P1","13","NSP1","NS","control","control","control","OS Transplant","N","N","alive",19,14,8,266,2128,NA,NA,NA,NA,NA,NA,21836.49524,1.17929677,0.017029635,3.059693761,0.044183507,0.066098475,4.62962963,0,"PSTR:P1",0.127311617,0.123661060151465,0.0682090280945829,0.179395216551871
"78","T0","12/11/2017","PSTR 2 13","PSTR","P2","13","NSP2","NS","control","control","control","NS Transplant","N","N","alive",22,19,10,418,4180,NA,NA,NA,NA,NA,NA,12762.31111,1.20913067,0.020768937,0.942819352,0.016194574,0.029543843,1.515151515,0,"PSTR:P2",0.066507354,0.074257403872164,-0.0132633141593993,0.154404404917205
"78.1","T0","12/11/2017","PSTR 2 13","PSTR","P2","13","NSP2","NS","control","control","control","OS Native","N","N","alive",22,19,10,418,4180,NA,NA,NA,NA,NA,NA,12762.31111,1.20913067,0.020768937,0.942819352,0.016194574,0.029543843,1.515151515,0,"PSTR:P2",0.066507354,0.0721283410853163,-0.00578151559330216,0.154766998614232
"121","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","NS Native","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.08735743,0.12452054977708,0.0651788745584575,0.187303830497272
"121.1","T0","12/11/2017","PSTR 3 13","PSTR","P3","13","NSP3","NS","control","control","control","OS Transplant","N","N","alive",30,23,15,690,10350,NA,NA,NA,NA,NA,NA,5302.552381,0.474207792,0.011568585,2.0623958,0.05031339,0.025475455,1.544117647,0,"PSTR:P3",0.08735743,0.123661060151465,0.0682090280945829,0.179395216551871
"167","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","NS Native","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.098593789,0.12452054977708,0.0651788745584575,0.187303830497272
"167.1","T0","12/11/2017","PSTR 4 13","PSTR","P4","13","NSP4","NS","control","control","control","OS Transplant","N","N","alive",20,18,17,360,6120,NA,NA,NA,NA,NA,NA,11557.05905,1.979693386,0.023056238,3.912377419,0.045564987,0.029972564,2.175,0,"PSTR:P4",0.098593789,0.123661060151465,0.0682090280945829,0.179395216551871
"213","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","NS Native","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.082328652,0.12452054977708,0.0651788745584575,0.187303830497272
"213.1","T0","12/11/2017","PSTR 5 13","PSTR","P5","13","NSP5","NS","control","control","control","OS Transplant","N","N","alive",19,13,9,247,2223,NA,NA,NA,NA,NA,NA,3719.757576,1.139199458,0.020859613,1.70809965,0.031276611,0.030192428,2.048611111,0,"PSTR:P5",0.082328652,0.123661060151465,0.0682090280945829,0.179395216551871
"309","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","NS Native","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.183467014,0.12452054977708,0.0651788745584575,0.187303830497272
"309.1","T0","12/12/2017","PSTR 1 26","PSTR","P1","26","OSP1","OS","control","control","control","OS Transplant","N","N","alive",20,16,14,320,4480,NA,NA,NA,NA,NA,NA,4407.073684,0.791357683,0.020202204,4.175144672,0.106585336,0.056679474,3.070175439,0,"PSTR:P1",0.183467014,0.123661060151465,0.0682090280945829,0.179395216551871
"445","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","NS Transplant","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.110867064,0.074257403872164,-0.0132633141593993,0.154404404917205
"445.1","T0","12/12/2017","PSTR 4 26","PSTR","P4","26","OSP4","OS","control","control","control","OS Native","N","N","alive",26,13,13,338,4394,NA,NA,NA,NA,NA,NA,2139.392,1.587181176,0.017402551,2.825799533,0.030983307,0.062481206,4.279320988,0,"PSTR:P4",0.110867064,0.0721283410853163,-0.00578151559330216,0.154766998614232
"488","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","NS Native","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.160864114,0.12452054977708,0.0651788745584575,0.187303830497272
"488.1","T0","12/12/2017","PSTR 5 26","PSTR","P5","26","OSP5","OS","control","control","control","OS Transplant","N","N","alive",19,17,13,323,4199,NA,NA,NA,NA,NA,NA,8396.024242,1.203624256,0.017599952,2.738907059,0.040049569,0.103214593,10.12980769,0,"PSTR:P5",0.160864114,0.123661060151465,0.0682090280945829,0.179395216551871
"531","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","NS Transplant","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.045182803,0.074257403872164,-0.0132633141593993,0.154404404917205
"531.1","T0","12/12/2017","PSTR 6 26","PSTR","P6","26","OSP6","OS","control","control","control","OS Native","N","N","alive",19,12,11.5,228,2622,NA,NA,NA,NA,NA,NA,16741.03467,1.077951245,0.015704665,0.44998383,0.006555811,0.022922327,1.75,0,"PSTR:P6",0.045182803,0.0721283410853163,-0.00578151559330216,0.154766998614232
"536","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","NS Native","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.073855826,0.2190907643046,0.16091168806893,0.274285152097352
"536.1","T0","12/10/2017","SSID 1 13","SSID","S1","13","NSS1","NS","control","control","control","OS Transplant","N","N","alive",22,18,15,396,5940,NA,NA,NA,NA,NA,NA,8415.714286,3.022897515,0.034505497,1.183747169,0.01351213,0.025838199,3.25,0,"SSID:S1",0.073855826,0.220447851421126,0.162379822468379,0.277200763834901
"578","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","NS Transplant","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.218853326,0.178869483019396,0.115209249015995,0.24377812231749
"578.1","T0","12/10/2017","SSID 2 13","SSID","S2","13","NSS2","NS","control","control","control","OS Native","N","N","alive",23,21,15,483,7245,NA,NA,NA,NA,NA,NA,1799.747368,4.824266317,0.073455018,5.549662661,0.084500014,0.060898294,2.384615385,0,"SSID:S2",0.218853326,0.180239394943366,0.11441385405814,0.246530501195453
"623","T0","12/10/2017","SSID 3 13","SSID","S3","13","NSS3","NS","control","control","control","NS Native","N","N","alive",26,15,9,390,3510,NA,NA,NA,NA,NA,NA,13762.2528,2.790975317,0.045143557,2.594706362,0.041968939,0.065078791,3.075,0,"SSID:S3",0.152191287,0.2190907643046,0.16091168806893,0.274285152097352
